id,revenue
3001,63484918.171052314
3002,59354952.5623456
3003,6116705.453763403
3004,2775254.5393442735
3005,59354952.5623456
3006,3579292.7908399776
3007,59354952.5623456
3008,87795182.69280434
3009,60825935.093284816
3010,343037874.0185702
3011,59354952.5623456
3012,59354952.5623456
3013,77808673.77439544
3014,2100433.8199048415
3015,77647697.06529598
3016,59354952.5623456
3017,163704635.4162914
3018,220844322.6263214
3019,5507968.7012020275
3020,599044972.0056788
3021,56447492.33626267
3022,93574809.20144932
3023,59354952.5623456
3024,34503680.70666896
3025,59354952.5623456
3026,81883806.49609922
3027,16953211.45916327
3028,114290555.60228795
3029,81594604.22233023
3030,55364853.78210676
3031,18802613.86648719
3032,13060758.319328427
3033,59354952.5623456
3034,59354952.5623456
3035,46241884.79628347
3036,17251173.048009217
3037,113036003.51157182
3038,40989269.30048809
3039,49788162.51884082
3040,59354952.5623456
3041,35756587.20090018
3042,59354952.5623456
3043,66988517.262877256
3044,13414501.404414289
3045,424435238.83740187
3046,59354952.5623456
3047,16076457.359594941
3048,21770428.435509175
3049,46030920.0939886
3050,82440042.04885858
3051,59354952.5623456
3052,39434522.168413594
3053,7392686.696572401
3054,20190091.045179434
3055,97255356.95607498
3056,59354952.5623456
3057,103758800.1162537
3058,499206337.68679774
3059,59354952.5623456
3060,130944466.7551535
3061,111981764.86400753
3062,54864313.941694394
3063,40813934.376178026
3064,167043618.63055885
3065,81952388.77513224
3066,135420177.30482098
3067,5803610.303339772
3068,112186189.6767683
3069,359324051.34034616
3070,6766770.165597141
3071,2934208.806694001
3072,429581111.7033983
3073,59354952.5623456
3074,59354952.5623456
3075,64578327.19688202
3076,243969878.6035025
3077,32403960.69523123
3078,142420599.1186403
3079,52185080.57661642
3080,176744050.82939482
3081,59354952.5623456
3082,29056319.292439066
3083,16560055.48051589
3084,22142841.111115098
3085,104163457.30470863
3086,109094062.03177816
3087,7822102.091352478
3088,2293636.786631912
3089,59354952.5623456
3090,66092272.353067085
3091,60420967.95696671
3092,13462410.931869596
3093,208472399.14841983
3094,120676903.70316449
3095,92323188.44206893
3096,59354952.5623456
3097,781887833.551559
3098,81810843.68697152
3099,93039185.64869797
3100,59354952.5623456
3101,8906205.042053126
3102,59354952.5623456
3103,494592.80323433876
3104,59354952.5623456
3105,188952058.7862201
3106,199778662.60965633
3107,64640091.42177633
3108,22817879.012763202
3109,59354952.5623456
3110,363239390.4144381
3111,59354952.5623456
3112,59354952.5623456
3113,29143216.356710114
3114,37875632.21472071
3115,42308385.939307675
3116,26613592.789079346
3117,10722846.43591895
3118,59354952.5623456
3119,268535314.0952776
3120,250716117.5312816
3121,67175607.2997059
3122,19295072.86113731
3123,22033550.30206322
3124,59354952.5623456
3125,59354952.5623456
3126,28020073.123582266
3127,5503111.112834819
3128,57504943.015319504
3129,191578198.66862476
3130,20307335.116212614
3131,59354952.5623456
3132,16209745.434940912
3133,41268538.41847654
3134,59354952.5623456
3135,33366965.66453192
3136,59354952.5623456
3137,231664125.39525616
3138,8927624.738400169
3139,42166681.05905007
3140,112256240.27608219
3141,13636956.903691225
3142,59354952.5623456
3143,179599903.49352512
3144,39087185.39576322
3145,42822665.90486663
3146,30027599.69382538
3147,19996901.989280567
3148,59354952.5623456
3149,145705780.89106435
3150,180420640.74716267
3151,59354952.5623456
3152,4290421.553150453
3153,8505059.55147916
3154,59354952.5623456
3155,56687038.08290526
3156,63206116.31394705
3157,58784008.53991327
3158,141573723.22034964
3159,10282411.756439097
3160,59354952.5623456
3161,59354952.5623456
3162,59354952.5623456
3163,125325585.46098256
3164,59354952.5623456
3165,59354952.5623456
3166,59354952.5623456
3167,73052103.72279899
3168,59354952.5623456
3169,8431209.26183217
3170,48749940.00502621
3171,37497972.27482821
3172,64844315.32794557
3173,59354952.5623456
3174,59354952.5623456
3175,26926977.62859732
3176,115819336.19660237
3177,119230329.56630985
3178,18244940.50515321
3179,59354952.5623456
3180,59354952.5623456
3181,59354952.5623456
3182,175587817.8961662
3183,58051291.177623615
