id,revenue
3001,29032424.831560705
3002,1723089.3000044224
3003,8074610.628480343
3004,12092644.92289747
3005,483377.6511389473
3006,3090917.6536556245
3007,1477142.4175443163
3008,34134110.988130406
3009,36915486.594376735
3010,437074901.97244334
3011,202488.27838280384
3012,258605.89503830118
3013,27788883.78023666
3014,174808.61806767428
3015,38345132.39879385
3016,100104.86253954914
3017,159747414.09257212
3018,134002274.47274685
3019,30103984.194537494
3020,455189112.422407
3021,39718223.26402139
3022,46877715.31576896
3023,54997.40315074398
3024,9902359.406311823
3025,242554.47039008525
3026,59539698.39375345
3027,4597751.362804676
3028,49055092.10225198
3029,312692.8779330325
3030,26662378.80248129
3031,5438230.7365646055
3032,5128683.045333995
3033,1318.6212593190653
3034,134319.79071301725
3035,649687.8907905389
3036,6682776.312105852
3037,96254881.93532227
3038,24325352.857534334
3039,8973569.651477996
3040,1798712.0948819544
3041,12976568.153050253
3042,2327591.546354437
3043,11760521.995306976
3044,1416990.089267024
3045,951491928.2633276
3046,923110.8193413691
3047,1457168.599954489
3048,30659405.86738401
3049,53239888.37325969
3050,62329159.45348363
3051,1130.4580155735243
3052,17188264.74974836
3053,397910.69470598624
3054,65256.25883714005
3055,52312366.95232321
3056,37120.54907866621
3057,36972748.92972089
3058,284935936.9461083
3059,80066.08907275199
3060,73886995.5048611
3061,30140348.928254966
3062,10679926.26423713
3063,23448827.811482865
3064,49972639.149649166
3065,35631882.761748314
3066,125786186.20651762
3067,1030419.9148932783
3068,80940494.58698109
3069,185937358.3674091
3070,694852.4911220536
3071,5049462.922378699
3072,383172278.27419925
3073,2154854.5905218506
3074,610731.7909150969
3075,18768551.846057944
3076,256657364.72262424
3077,6146501.558541711
3078,110025207.20793313
3079,20657477.410751708
3080,167493827.0657505
3081,15539596.422165249
3082,9605112.687654173
3083,4335633.98173366
3084,9201.027739435192
3085,8633010.378296454
3086,29045567.078467313
3087,72122.13429082268
3088,271039.7991046605
3089,11598.983679140738
3090,24642579.557803635
3091,27825338.495130282
3092,4734128.683295742
3093,150607989.20156044
3094,94576340.90771398
3095,43376230.46696323
3096,3380632.3993853326
3097,933317887.3656764
3098,21115156.440984447
3099,46431677.96932196
3100,2260742.7335956283
3101,10647036.46939906
3102,792343.2547333702
3103,1044594.4972509929
3104,4471843.44641838
3105,105076736.1942237
3106,55876809.399529256
3107,30966362.492133435
3108,5058358.749136972
3109,10870361.37149124
3110,209428328.3423601
3111,1588259.7324856685
3112,448614.3697600677
3113,8731669.680592753
3114,23227709.522506014
3115,12044329.170784684
3116,15424115.36752499
3117,202587.05890792565
3118,1246967.2816277659
3119,156264527.52689782
3120,6475355.679412983
3121,249582.01693740234
3122,8338814.589472551
3123,9765557.41084956
3124,535573.7605506591
3125,25489.72676174319
3126,42121945.136697434
3127,5843981.723809072
3128,15983104.160498405
3129,332450007.4158476
3130,19471468.954182208
3131,2690941.3034647983
3132,6940668.9937942205
3133,206327.19504597454
3134,8757719.371486494
3135,1604551.383637481
3136,3691886.0290506026
3137,151099363.32921183
3138,989984.1454499522
3139,25313948.465387605
3140,92163276.50329791
3141,9982253.634840267
3142,925665.6452499517
3143,165152961.23707744
3144,8236720.608354621
3145,7049112.987416482
3146,1982613.433965788
3147,10467533.712995933
3148,981581.7453268133
3149,34010733.69483908
3150,74512576.16741018
3151,888053.7296557167
3152,13039175.976548474
3153,890551.4917879908
3154,6122690.558630894
3155,20863842.830736667
3156,3605496.056741919
3157,19980394.481695723
3158,152323479.0015416
3159,7277450.504297001
3160,18856113.721987303
3161,323908.9281687789
3162,1093626.5749801048
3163,121211498.2009754
3164,2156054.5677365875
3165,49453.57945276485
3166,473564.6274285903
3167,65359381.913039416
3168,313933.9463767835
3169,15045789.34845424
3170,16519281.290668098
3171,36869660.14939862
3172,10045559.089654375
3173,528625.9737838799
3174,270286.5958273668
3175,12204002.125475843
3176,21791302.18174374
3177,82081608.96449235
3178,739844.9199415083
3179,4573642.988564928
3180,620060.5513845264
3181,138764.37452619313
3182,168403570.7458796
3183,25273998.072594173
3184,43495033.17361098
3185,65148603.97243009
3186,74134845.16911216
3187,2925961.982383643
3188,4941194.784977612
3189,39919168.135530986
3190,22761322.976566873
3191,10035789.511704162
3192,1241098.880435554
3193,240887944.32593152
3194,43845518.17077807
3195,39996.85678251874
3196,4230797.313392429
3197,5076034.093561771
3198,274139968.90584904
3199,242183209.78615713
3200,8487858.85432379
3201,860421.9381393074
3202,2843606.8132192227
3203,624787.6340337739
3204,1495955.7496894093
3205,205631.64823770325
3206,8441090.381153604
3207,15025501.633972142
3208,2322677.3281914494
3209,3316781.758315969
3210,634701509.7193785
3211,1094008.9428161457
3212,25665092.52810987
3213,86355442.23178619
3214,3822296.885169902
3215,2274427.799922355
3216,3405444.233818188
3217,550844747.0593638
3218,3021272.3441818794
3219,119845.0521136119
3220,72728620.5578236
3221,13272685.091668729
3222,854866.840781104
3223,20185471.641521357
3224,1607.7015332698736
3225,9093452.05333155
3226,3085568.5257453276
3227,33981685.93495109
3228,296525124.02177155
3229,68121016.5959091
3230,20284271.29230541
3231,42644671.87057212
3232,13606852.915948763
3233,3242437.541146149
3234,1408416.6335349868
3235,1157142.911185662
3236,135415.87746838713
3237,17505653.629662387
3238,1477542.943251964
3239,47847.82209522891
3240,482331969.0501703
3241,5673041.379900264
3242,12251527.902292982
3243,3304453.3721347484
3244,283863.1190941696
3245,2174215.797269013
3246,21509503.176478397
3247,12345906.595082149
3248,71115988.88203081
3249,38599893.73676169
3250,357229081.3954922
3251,889157.1898808755
3252,14505419.44104941
3253,44857216.528424956
3254,1190889.410723395
3255,169648.39278755506
3256,22288391.179063506
3257,13659237.345143935
3258,9985235.454743303
3259,24741186.351488464
3260,1133198.0127417243
3261,908858089.7743175
3262,45777555.268310554
3263,186259.60623742646
3264,196511.0592805832
3265,48880.62377108301
3266,74739.80819998104
3267,11253765.731059067
3268,58755.31933777364
3269,41591235.51777544
3270,63830891.89913297
3271,866575.8302002399
3272,5892417.580762455
3273,2219058.2037345855
3274,718940413.557487
3275,19390410.698388115
3276,924826.9148272559
3277,9050648.19292829
3278,67761218.54324555
3279,6409487.240047629
3280,124324550.62675367
3281,180063.81935997793
3282,6681290.502417174
3283,253318879.84561533
3284,38912662.14532617
3285,62226308.02676468
3286,240731.3219697663
3287,3471974.7577357297
3288,6805060.94824266
3289,28024202.156207338
3290,55450096.617702425
3291,21579546.240667634
3292,404865942.1751359
3293,16201728.292713815
3294,1841660.127686337
3295,1081322.8062876665
3296,3459664.1097991886
3297,1360413.3729604357
3298,27015329.21022306
3299,5347763.119180148
3300,23646766.095019434
3301,147555.65450802236
3302,1328635.1436835616
3303,186362.38344473194
3304,6627335.218795853
3305,51516652.72367413
3306,249733.71993771978
3307,30467176.501102984
3308,20263880.565049615
3309,235970.67744833278
3310,980650.4792112986
3311,4488933.917400358
3312,1767858.781196307
3313,28300972.041752975
3314,31115489.759945735
3315,77219184.94381265
3316,10979305.347427877
3317,546737.0625176094
3318,213799.28249887878
3319,3351897.4171927306
3320,11757825.788421473
3321,7966091.762035022
3322,2843333.1538429735
3323,89750119.87263384
3324,6035018.272794301
3325,106895268.08454634
3326,263507401.22313505
3327,56525076.47139126
3328,28248372.997597076
3329,7228919.808419671
3330,65457026.52568444
3331,322021.08041626244
3332,44765384.329901315
3333,171421085.9333334
3334,1931753.2039172926
3335,42890051.167438224
3336,14691433.452980908
3337,26363.7145723721
3338,19680743.022500325
3339,1326543.9899971385
3340,67590035.81526491
3341,5186518.632577945
3342,42871432.294198684
3343,60635783.16464436
3344,1313734.3932115927
3345,667537.7866505039
3346,24021562.751456887
3347,207665.81065410786
3348,31378229.259424802
3349,17290987.513038635
3350,286266334.3548123
3351,17517847.309138853
3352,438059.60834390507
3353,66977811.92268499
3354,2382208.1883298997
3355,5105690.0369269205
3356,13937075.681510909
3357,290342.4760457117
3358,8071989.602836845
3359,30221007.881672736
3360,11426430.362809887
3361,58768465.631311074
3362,1767990.6789302789
3363,4308571.171567816
3364,25114373.51496388
3365,724729.3727614748
3366,73394636.3750193
3367,62678011.528425045
3368,1781589.133968388
3369,19219494.831958387
3370,21235104.261332985
3371,21809510.16170597
3372,21154143.785512142
3373,43657392.492863275
3374,8315994.679444702
3375,42141951.57940327
3376,25991579.359191768
3377,1785581.7998303939
3378,8922007.48236655
3379,139137247.45631385
3380,31784062.83392307
3381,401150.2165618169
3382,303480.4405258258
3383,1502663.8258088536
3384,30429872.669197273
3385,52048916.64494337
3386,347173.0415699461
3387,1589154.1485552008
3388,78592748.79665855
3389,1087978026.3117838
3390,7924322.561247084
3391,7797959.287800656
3392,11579670.79769035
3393,2232651.805218977
3394,45764023.63483436
3395,183644493.09033486
3396,8726976.27894361
3397,51161.342224441585
3398,351516627.53898686
3399,89094597.21671365
3400,7656684.671689117
3401,3232193.922778377
3402,349490.45115973725
3403,20723386.22711647
3404,7266038.248557172
3405,9366182.699094519
3406,306079732.2563777
3407,159880958.40919295
3408,13880074.818420965
3409,2267537.483748478
3410,31609731.074461937
3411,64441714.12326232
3412,11495902.326917024
3413,35092786.576464504
3414,274921.81651871343
3415,7654869.833494656
3416,15020492.111886535
3417,48197572.86990426
3418,32062661.392281897
3419,431612299.9826823
3420,1471375.837575216
3421,5185203.927343122
3422,1767423.57642838
3423,523310956.73517096
3424,857353.2191262393
3425,1823137.4755684738
3426,12580145.806419559
3427,5094822.144283399
3428,2557874.573525043
3429,20107874.702298526
3430,313174289.8826946
3431,2342098.9405170963
3432,5146460.719328298
3433,4352447.71035366
3434,7063430.741970696
3435,255420321.94379088
3436,134413814.2157741
3437,576084.3143153727
3438,20790284.787765656
3439,22322537.070369333
3440,104454602.9007891
3441,49756288.25164552
3442,2155052.1074825334
3443,256052.83153802162
3444,489187.6304804031
3445,56995924.30479843
3446,213188.1261781959
3447,3774635.3459347216
3448,32668994.74278717
3449,8125654.599778887
3450,73318227.81093974
3451,18228871.359406207
3452,24008527.48836464
3453,58813844.08809846
3454,25810819.340479072
3455,2256862.069338205
3456,102018453.42280146
3457,4321353.8067447925
3458,13310989.915236738
3459,613043008.9659816
3460,24296142.135721374
3461,8968975.814025696
3462,5134401.842794255
3463,58036433.2773435
3464,443639.0892869181
3465,12886625.239131194
3466,14757020.936569948
3467,16137759.41949043
3468,117211958.83258127
3469,1157757.4675088578
3470,163868.55021067685
3471,43010150.97914581
3472,76365.55019390225
3473,87329361.10673125
3474,52433739.69518528
3475,157659524.01085636
3476,7945070.129139951
3477,13565166.37640229
3478,6809390.511214665
3479,231636660.7861434
3480,1697566.0378432716
3481,4036869.3204875356
3482,1785037.621965902
3483,837622.0634834202
3484,3245394.556652657
3485,69841644.69586301
3486,88553871.9462611
3487,57691738.36740187
3488,148393621.0542723
3489,6714527.7793832235
3490,19472086.185198724
3491,20989544.125490975
3492,2651911.8322532284
3493,31660871.76424635
3494,1591401.2221310544
3495,99032105.64257109
3496,6016248.720436422
3497,38361697.40247768
3498,4192109.363868589
3499,32192570.07276166
3500,92090.57311901201
3501,70768972.190509
3502,27989910.71693341
3503,14429900.156748995
3504,49824717.27894019
3505,1296804.7897202906
3506,67779005.65122515
3507,102358709.16335264
3508,17802025.62995421
3509,15010998.662877938
3510,9039733.692284664
3511,19292707.407871593
3512,97521098.04649518
3513,5419319.939670067
3514,10307288.122830212
3515,2322612.3245165157
3516,25599572.524206664
3517,436746533.63302076
3518,14477060.780078167
3519,1855568.0889978504
3520,1472974.031377635
3521,197025.0833252653
3522,11282202.166645948
3523,10040766.059406357
3524,39276426.66411985
3525,112392135.78240845
3526,27107646.338015012
3527,14206769.371956011
3528,2773407.121338768
3529,269805496.5335773
3530,22200470.45398498
3531,34348699.939221516
3532,62748098.29501563
3533,40106200.55680812
3534,15660079.771439997
3535,164401421.6782969
3536,7101828.10417478
3537,56545626.65773974
3538,57925520.931367226
3539,32309911.356896352
3540,14208143.22485656
3541,21767485.477561355
3542,30615925.555125326
3543,288843.456239096
3544,68341610.09190017
3545,138569.58100715742
3546,1916601.1832465767
3547,80495035.5256108
3548,220459668.27899054
3549,2543986.820423787
3550,74751969.3324347
3551,119440301.50569871
3552,57565825.08235228
